model_key,model_label,model_kind,optimizer_step,sort_order,adapter,inference_steps,guidance,scheduler,timestep_spacing,prompt_index,prompt,content_prompt,seed,image_path,elapsed_seconds,peak_vram_gb,clip_full_cosine,clip_content_cosine,clip_teacher_image_cosine,pixel_mae,pixel_psnr_db,clip_reference_image_cosine,pixel_reference_mae,pixel_reference_psnr_db
reference,Reference 20-step,reference,0,-2,D:\AI\pixart_local_generation\models\lora_training_512\style_teacher_r16_lr1e-5_bs1_steps10000_seed42\checkpoints\step_004000,20,2.0,DDIMScheduler,trailing,4,"Chinese ink wash painting style, Sumi-e, a close-up head-and-shoulders portrait of exactly one elderly man wearing modern glasses, clearly defined face, expressive gray and black brushwork, plain background","a close-up head-and-shoulders portrait of exactly one elderly man wearing modern glasses, clearly defined face, expressive gray and black brushwork, plain background",123,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\reference\prompt04_seed123.png,2.7278429999714717,1.9231362342834473,0.33935546875,0.284912109375,0.9768887758255005,0.04157901927828789,24.863224797948625,0.9994803667068481,0.0,inf
reference,Reference 20-step,reference,0,-2,D:\AI\pixart_local_generation\models\lora_training_512\style_teacher_r16_lr1e-5_bs1_steps10000_seed42\checkpoints\step_004000,20,2.0,DDIMScheduler,trailing,4,"Chinese ink wash painting style, Sumi-e, a close-up head-and-shoulders portrait of exactly one elderly man wearing modern glasses, clearly defined face, expressive gray and black brushwork, plain background","a close-up head-and-shoulders portrait of exactly one elderly man wearing modern glasses, clearly defined face, expressive gray and black brushwork, plain background",2026,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\reference\prompt04_seed2026.png,2.6855111999902874,1.9231362342834473,0.3564453125,0.313232421875,0.9287940263748169,0.0515986867249012,21.49396098114653,1.0000200271606445,0.0,inf
reference,Reference 20-step,reference,0,-2,D:\AI\pixart_local_generation\models\lora_training_512\style_teacher_r16_lr1e-5_bs1_steps10000_seed42\checkpoints\step_004000,20,2.0,DDIMScheduler,trailing,5,"Chinese ink wash painting style, Sumi-e, the modern Toronto skyline centered on the CN Tower, clear skyscraper silhouettes, atmospheric gray ink washes, selective red and blue twilight accents, no mountains","the modern Toronto skyline centered on the CN Tower, clear skyscraper silhouettes, atmospheric gray ink washes, selective red and blue twilight accents, no mountains",42,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\reference\prompt05_seed42.png,3.7041330999927595,1.9231362342834473,0.38525390625,0.36767578125,0.9702322483062744,0.05542587861418724,23.44645921226846,0.9993936419487,0.0,inf
reference,Reference 20-step,reference,0,-2,D:\AI\pixart_local_generation\models\lora_training_512\style_teacher_r16_lr1e-5_bs1_steps10000_seed42\checkpoints\step_004000,20,2.0,DDIMScheduler,trailing,5,"Chinese ink wash painting style, Sumi-e, the modern Toronto skyline centered on the CN Tower, clear skyscraper silhouettes, atmospheric gray ink washes, selective red and blue twilight accents, no mountains","the modern Toronto skyline centered on the CN Tower, clear skyscraper silhouettes, atmospheric gray ink washes, selective red and blue twilight accents, no mountains",123,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\reference\prompt05_seed123.png,3.446288999984972,1.9231362342834473,0.38720703125,0.382080078125,0.9103814363479614,0.06282038241624832,21.786963085023515,1.0005141496658325,0.0,inf
reference,Reference 20-step,reference,0,-2,D:\AI\pixart_local_generation\models\lora_training_512\style_teacher_r16_lr1e-5_bs1_steps10000_seed42\checkpoints\step_004000,20,2.0,DDIMScheduler,trailing,5,"Chinese ink wash painting style, Sumi-e, the modern Toronto skyline centered on the CN Tower, clear skyscraper silhouettes, atmospheric gray ink washes, selective red and blue twilight accents, no mountains","the modern Toronto skyline centered on the CN Tower, clear skyscraper silhouettes, atmospheric gray ink washes, selective red and blue twilight accents, no mountains",2026,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\reference\prompt05_seed2026.png,2.970349700015504,1.9231362342834473,0.380615234375,0.363525390625,0.9846857786178589,0.034992992877960205,24.92686941375979,0.9994010329246521,0.0,inf
reference,Reference 20-step,reference,0,-2,D:\AI\pixart_local_generation\models\lora_training_512\style_teacher_r16_lr1e-5_bs1_steps10000_seed42\checkpoints\step_004000,20,2.0,DDIMScheduler,trailing,6,"Chinese ink wash painting style, Sumi-e, exactly one red ceramic teapot centered on a plain rice-paper background, complete object clearly visible, bold black outlines and selective vermilion color, no scenery","exactly one red ceramic teapot centered on a plain rice-paper background, complete object clearly visible, bold black outlines and selective vermilion color, no scenery",42,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\reference\prompt06_seed42.png,2.9446990999858826,1.9231362342834473,0.35009765625,0.40185546875,0.9470319747924805,0.03667832538485527,24.739484934051003,0.999941349029541,0.0,inf
reference,Reference 20-step,reference,0,-2,D:\AI\pixart_local_generation\models\lora_training_512\style_teacher_r16_lr1e-5_bs1_steps10000_seed42\checkpoints\step_004000,20,2.0,DDIMScheduler,trailing,6,"Chinese ink wash painting style, Sumi-e, exactly one red ceramic teapot centered on a plain rice-paper background, complete object clearly visible, bold black outlines and selective vermilion color, no scenery","exactly one red ceramic teapot centered on a plain rice-paper background, complete object clearly visible, bold black outlines and selective vermilion color, no scenery",123,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\reference\prompt06_seed123.png,2.881593999976758,1.9231362342834473,0.334228515625,0.387451171875,0.9182829260826111,0.04889624938368797,21.569779802935486,0.9997905492782593,0.0,inf
reference,Reference 20-step,reference,0,-2,D:\AI\pixart_local_generation\models\lora_training_512\style_teacher_r16_lr1e-5_bs1_steps10000_seed42\checkpoints\step_004000,20,2.0,DDIMScheduler,trailing,6,"Chinese ink wash painting style, Sumi-e, exactly one red ceramic teapot centered on a plain rice-paper background, complete object clearly visible, bold black outlines and selective vermilion color, no scenery","exactly one red ceramic teapot centered on a plain rice-paper background, complete object clearly visible, bold black outlines and selective vermilion color, no scenery",2026,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\reference\prompt06_seed2026.png,2.9418246999848634,1.9231362342834473,0.3623046875,0.38623046875,0.9767035245895386,0.026225892826914787,27.04675208758693,0.9997327923774719,0.0,inf
reference,Reference 20-step,reference,0,-2,D:\AI\pixart_local_generation\models\lora_training_512\style_teacher_r16_lr1e-5_bs1_steps10000_seed42\checkpoints\step_004000,20,2.0,DDIMScheduler,trailing,7,"Chinese ink wash painting style, Sumi-e, exactly one modern red sneaker centered on a plain white background, complete product silhouette, expressive black ink outlines, selective red color, no scenery","exactly one modern red sneaker centered on a plain white background, complete product silhouette, expressive black ink outlines, selective red color, no scenery",42,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\reference\prompt07_seed42.png,2.91564500000095,1.9231362342834473,0.35546875,0.33642578125,0.9095543622970581,0.06529298424720764,20.108219656849954,0.9995908737182617,0.0,inf
reference,Reference 20-step,reference,0,-2,D:\AI\pixart_local_generation\models\lora_training_512\style_teacher_r16_lr1e-5_bs1_steps10000_seed42\checkpoints\step_004000,20,2.0,DDIMScheduler,trailing,7,"Chinese ink wash painting style, Sumi-e, exactly one modern red sneaker centered on a plain white background, complete product silhouette, expressive black ink outlines, selective red color, no scenery","exactly one modern red sneaker centered on a plain white background, complete product silhouette, expressive black ink outlines, selective red color, no scenery",123,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\reference\prompt07_seed123.png,2.965040899987798,1.9231362342834473,0.322509765625,0.31396484375,0.9502180218696594,0.06247994303703308,19.312131183505258,1.0007880926132202,0.0,inf
reference,Reference 20-step,reference,0,-2,D:\AI\pixart_local_generation\models\lora_training_512\style_teacher_r16_lr1e-5_bs1_steps10000_seed42\checkpoints\step_004000,20,2.0,DDIMScheduler,trailing,7,"Chinese ink wash painting style, Sumi-e, exactly one modern red sneaker centered on a plain white background, complete product silhouette, expressive black ink outlines, selective red color, no scenery","exactly one modern red sneaker centered on a plain white background, complete product silhouette, expressive black ink outlines, selective red color, no scenery",2026,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\reference\prompt07_seed2026.png,2.894886200025212,1.9231362342834473,0.341796875,0.337158203125,0.8479940295219421,0.05922294780611992,17.449860007863624,1.0007145404815674,0.0,inf
student_002000,Student 2000-update,student,2000,2000,D:\AI\pixart_local_generation\models\distilled_students\student_10to5_teacher_step12000_trajectories_r4_train8000_g1_seed43\checkpoints\step_002000,5,1.0,DDIMScheduler,trailing,0,"Chinese ink wash painting style, Sumi-e, a close-up branch of bright yellow blossoms with dark gray leaves, selective golden color, bold flowing brushstrokes, plain rice-paper background","a close-up branch of bright yellow blossoms with dark gray leaves, selective golden color, bold flowing brushstrokes, plain rice-paper background",42,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\student_002000\prompt00_seed42.png,0.5139327000360936,1.9156522750854492,0.3662109375,0.302978515625,0.967484712600708,0.03806684538722038,24.07710505953999,0.949016809463501,0.053321029990911484,21.736381028973717
student_002000,Student 2000-update,student,2000,2000,D:\AI\pixart_local_generation\models\distilled_students\student_10to5_teacher_step12000_trajectories_r4_train8000_g1_seed43\checkpoints\step_002000,5,1.0,DDIMScheduler,trailing,0,"Chinese ink wash painting style, Sumi-e, a close-up branch of bright yellow blossoms with dark gray leaves, selective golden color, bold flowing brushstrokes, plain rice-paper background","a close-up branch of bright yellow blossoms with dark gray leaves, selective golden color, bold flowing brushstrokes, plain rice-paper background",123,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\student_002000\prompt00_seed123.png,0.5272601000033319,1.9156522750854492,0.342529296875,0.305908203125,0.9734145998954773,0.029541989788413048,25.779168612367656,0.9632440805435181,0.0691889077425003,20.58588656643293
student_002000,Student 2000-update,student,2000,2000,D:\AI\pixart_local_generation\models\distilled_students\student_10to5_teacher_step12000_trajectories_r4_train8000_g1_seed43\checkpoints\step_002000,5,1.0,DDIMScheduler,trailing,0,"Chinese ink wash painting style, Sumi-e, a close-up branch of bright yellow blossoms with dark gray leaves, selective golden color, bold flowing brushstrokes, plain rice-paper background","a close-up branch of bright yellow blossoms with dark gray leaves, selective golden color, bold flowing brushstrokes, plain rice-paper background",2026,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\student_002000\prompt00_seed2026.png,0.5594812000053935,1.9156522750854492,0.342041015625,0.3203125,0.9771855473518372,0.03066856972873211,25.567915735034656,0.9382466673851013,0.05428933724761009,20.536347100511723
student_002000,Student 2000-update,student,2000,2000,D:\AI\pixart_local_generation\models\distilled_students\student_10to5_teacher_step12000_trajectories_r4_train8000_g1_seed43\checkpoints\step_002000,5,1.0,DDIMScheduler,trailing,1,"Chinese ink wash painting style, Sumi-e, exactly one black cat shown in full-body side view, centered composition, bold flowing black brushstrokes, small amber eyes, plain rice-paper background","exactly one black cat shown in full-body side view, centered composition, bold flowing black brushstrokes, small amber eyes, plain rice-paper background",42,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\student_002000\prompt01_seed42.png,0.5126981000066735,1.9156522750854492,0.343017578125,0.346435546875,0.9685723781585693,0.031550321727991104,25.602649020152523,0.8645362854003906,0.08678742498159409,17.621703426058662
student_002000,Student 2000-update,student,2000,2000,D:\AI\pixart_local_generation\models\distilled_students\student_10to5_teacher_step12000_trajectories_r4_train8000_g1_seed43\checkpoints\step_002000,5,1.0,DDIMScheduler,trailing,1,"Chinese ink wash painting style, Sumi-e, exactly one black cat shown in full-body side view, centered composition, bold flowing black brushstrokes, small amber eyes, plain rice-paper background","exactly one black cat shown in full-body side view, centered composition, bold flowing black brushstrokes, small amber eyes, plain rice-paper background",123,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\student_002000\prompt01_seed123.png,0.5153317999793217,1.9156522750854492,0.345947265625,0.312744140625,0.9061678647994995,0.03327251598238945,25.66241049187436,0.9135185480117798,0.055524230003356934,20.390054951830972
student_002000,Student 2000-update,student,2000,2000,D:\AI\pixart_local_generation\models\distilled_students\student_10to5_teacher_step12000_trajectories_r4_train8000_g1_seed43\checkpoints\step_002000,5,1.0,DDIMScheduler,trailing,1,"Chinese ink wash painting style, Sumi-e, exactly one black cat shown in full-body side view, centered composition, bold flowing black brushstrokes, small amber eyes, plain rice-paper background","exactly one black cat shown in full-body side view, centered composition, bold flowing black brushstrokes, small amber eyes, plain rice-paper background",2026,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\student_002000\prompt01_seed2026.png,0.5040526000084355,1.9156522750854492,0.354248046875,0.354248046875,0.9526253938674927,0.030012330040335655,25.284920068153703,0.9456470012664795,0.04509197548031807,21.32960336453252
student_002000,Student 2000-update,student,2000,2000,D:\AI\pixart_local_generation\models\distilled_students\student_10to5_teacher_step12000_trajectories_r4_train8000_g1_seed43\checkpoints\step_002000,5,1.0,DDIMScheduler,trailing,2,"Chinese ink wash painting style, Sumi-e, exactly one small songbird perched on a simple branch, complete body clearly visible, gray ink brushwork with warm brown accents, plain background","exactly one small songbird perched on a simple branch, complete body clearly visible, gray ink brushwork with warm brown accents, plain background",42,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\student_002000\prompt02_seed42.png,0.5409819000051357,1.9156522750854492,0.35693359375,0.349609375,0.9490602016448975,0.024474194273352623,27.22919639036445,0.9606002569198608,0.043347667902708054,24.827494409242988
student_002000,Student 2000-update,student,2000,2000,D:\AI\pixart_local_generation\models\distilled_students\student_10to5_teacher_step12000_trajectories_r4_train8000_g1_seed43\checkpoints\step_002000,5,1.0,DDIMScheduler,trailing,2,"Chinese ink wash painting style, Sumi-e, exactly one small songbird perched on a simple branch, complete body clearly visible, gray ink brushwork with warm brown accents, plain background","exactly one small songbird perched on a simple branch, complete body clearly visible, gray ink brushwork with warm brown accents, plain background",123,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\student_002000\prompt02_seed123.png,0.49627920001512393,1.9156522750854492,0.36083984375,0.329345703125,0.929235577583313,0.02579900063574314,27.319097341235505,0.9696702361106873,0.042642489075660706,25.57791156198128
student_002000,Student 2000-update,student,2000,2000,D:\AI\pixart_local_generation\models\distilled_students\student_10to5_teacher_step12000_trajectories_r4_train8000_g1_seed43\checkpoints\step_002000,5,1.0,DDIMScheduler,trailing,2,"Chinese ink wash painting style, Sumi-e, exactly one small songbird perched on a simple branch, complete body clearly visible, gray ink brushwork with warm brown accents, plain background","exactly one small songbird perched on a simple branch, complete body clearly visible, gray ink brushwork with warm brown accents, plain background",2026,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\student_002000\prompt02_seed2026.png,0.5014703999622725,1.9156522750854492,0.3681640625,0.35595703125,0.9285045862197876,0.022818515077233315,24.57399228738251,0.9028812646865845,0.033590976148843765,21.489119287870018
student_002000,Student 2000-update,student,2000,2000,D:\AI\pixart_local_generation\models\distilled_students\student_10to5_teacher_step12000_trajectories_r4_train8000_g1_seed43\checkpoints\step_002000,5,1.0,DDIMScheduler,trailing,3,"Chinese ink wash painting style, Sumi-e, a close-up head-and-shoulders portrait of exactly one contemporary young woman, clearly defined eyes and facial features, black ink brushwork, selective vermilion scarf, plain background","a close-up head-and-shoulders portrait of exactly one contemporary young woman, clearly defined eyes and facial features, black ink brushwork, selective vermilion scarf, plain background",42,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\student_002000\prompt03_seed42.png,0.5194169000023976,1.9156522750854492,0.3486328125,0.3203125,0.9769333600997925,0.03745909407734871,25.585671008744036,0.9416850805282593,0.07405100762844086,20.3369357593076
student_002000,Student 2000-update,student,2000,2000,D:\AI\pixart_local_generation\models\distilled_students\student_10to5_teacher_step12000_trajectories_r4_train8000_g1_seed43\checkpoints\step_002000,5,1.0,DDIMScheduler,trailing,3,"Chinese ink wash painting style, Sumi-e, a close-up head-and-shoulders portrait of exactly one contemporary young woman, clearly defined eyes and facial features, black ink brushwork, selective vermilion scarf, plain background","a close-up head-and-shoulders portrait of exactly one contemporary young woman, clearly defined eyes and facial features, black ink brushwork, selective vermilion scarf, plain background",123,D:\AI\pixart_local_generation\outputs\distillation\student_10to5_teacher_step12000\evaluation_8prompts_3seeds\images\student_002000\prompt03_seed123.png,0.5238727999967523,1.9156522750854492,0.3017578125,0.26171875,0.932869553565979,0.059765905141830444,20.024205688915618,0.8666809797286987,0.08835362643003464,16.807055600719988
